SNAPSHOT_DATE,GROUP,CATEGORY,RANK,CODE,NAME,VALUE
20260903,ALL,BUY_STOCK,1,9432.0,ＮＴＴ,1013237.455051
20260903,ALL,BUY_STOCK,2,9434.0,ソフトバンク,832101.282206
20260903,ALL,BUY_STOCK,3,5401.0,日本製鉄,628503.305704
20260903,ALL,BUY_STOCK,4,5802.0,住友電気工業,275759.444623
20260903,ALL,BUY_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,226313.711284
20260903,ALL,SELL_STOCK,1,9432.0,ＮＴＴ,-1531718.052899
20260903,ALL,SELL_STOCK,2,9434.0,ソフトバンク,-1021712.988732
20260903,ALL,SELL_STOCK,3,8750.0,第一ライフグループ,-246911.141961
20260903,ALL,SELL_STOCK,4,8729.0,ソニーフィナンシャルグループ,-245000.0
20260903,ALL,SELL_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,-240918.771175
20260903,ALL,BUY_SECTOR,1,,情報・通信業,2251174.960738
20260903,ALL,BUY_SECTOR,2,,鉄鋼,864111.888099
20260903,ALL,BUY_SECTOR,3,,電気機器,831471.297779
20260903,ALL,BUY_SECTOR,4,,銀行業,724879.694262
20260903,ALL,BUY_SECTOR,5,,輸送用機器,671712.46461
20260903,ALL,SELL_SECTOR,1,,情報・通信業,-2860262.876701
20260903,ALL,SELL_SECTOR,2,,銀行業,-802349.795421
20260903,ALL,SELL_SECTOR,3,,保険業,-783426.787241
20260903,ALL,SELL_SECTOR,4,,電気機器,-614970.01087
20260903,ALL,SELL_SECTOR,5,,輸送用機器,-560949.06181
20260903,ACTIVE,BUY_STOCK,1,7202.0,いすゞ自動車,3400.0
20260903,ACTIVE,BUY_STOCK,2,3105.0,日清紡ホールディングス,1400.0
20260903,ACTIVE,BUY_STOCK,3,3661.0,エムアップホールディングス,1300.0
20260903,ACTIVE,BUY_STOCK,4,8830.0,住友不動産,1200.0
20260903,ACTIVE,BUY_STOCK,5,9432.0,ＮＴＴ,1034.907073000002
20260903,ACTIVE,SELL_STOCK,1,4568.0,第一三共,-2900.0
20260903,ACTIVE,SELL_STOCK,2,9697.0,カプコン,-1700.0
20260903,ACTIVE,SELL_STOCK,3,7550.0,ゼンショーホールディングス,-1300.0
20260903,ACTIVE,SELL_STOCK,4,9984.0,ソフトバンクグループ,-1100.0
20260903,ACTIVE,SELL_STOCK,5,6098.0,リクルートホールディングス,-900.0
20260903,ACTIVE,BUY_SECTOR,1,,輸送用機器,3587.387862
20260903,ACTIVE,BUY_SECTOR,2,,電気機器,2448.706132
20260903,ACTIVE,BUY_SECTOR,3,,情報・通信業,2370.8377340000025
20260903,ACTIVE,BUY_SECTOR,4,,不動産業,1253.926497
20260903,ACTIVE,BUY_SECTOR,5,,化学,747.4067899999998
20260903,ACTIVE,SELL_SECTOR,1,,情報・通信業,-3335.8752760000007
20260903,ACTIVE,SELL_SECTOR,2,,医薬品,-2911.302898
20260903,ACTIVE,SELL_SECTOR,3,,小売業,-1310.8418540000002
20260903,ACTIVE,SELL_SECTOR,4,,電気機器,-1024.3877680000005
20260903,ACTIVE,SELL_SECTOR,5,,サービス業,-920.776256000001
20260903,PASSIVE,BUY_STOCK,1,9432.0,ＮＴＴ,1012202.547978
20260903,PASSIVE,BUY_STOCK,2,9434.0,ソフトバンク,832101.282206
20260903,PASSIVE,BUY_STOCK,3,5401.0,日本製鉄,628503.305704
20260903,PASSIVE,BUY_STOCK,4,5802.0,住友電気工業,275600.0
20260903,PASSIVE,BUY_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,226100.0
20260903,PASSIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-1531600.0
20260903,PASSIVE,SELL_STOCK,2,9434.0,ソフトバンク,-1021600.0
20260903,PASSIVE,SELL_STOCK,3,8750.0,第一ライフグループ,-246902.956599
20260903,PASSIVE,SELL_STOCK,4,8729.0,ソニーフィナンシャルグループ,-245000.0
20260903,PASSIVE,SELL_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,-240901.584476
20260903,PASSIVE,BUY_SECTOR,1,,情報・通信業,2248804.123004
20260903,PASSIVE,BUY_SECTOR,2,,鉄鋼,864111.888099
20260903,PASSIVE,BUY_SECTOR,3,,電気機器,829022.591647
20260903,PASSIVE,BUY_SECTOR,4,,銀行業,724531.435988
20260903,PASSIVE,BUY_SECTOR,5,,非鉄金属,671104.266922
20260903,PASSIVE,SELL_SECTOR,1,,情報・通信業,-2856927.001425
20260903,PASSIVE,SELL_SECTOR,2,,銀行業,-802320.647189
20260903,PASSIVE,SELL_SECTOR,3,,保険業,-782609.915224
20260903,PASSIVE,SELL_SECTOR,4,,電気機器,-613945.623102
20260903,PASSIVE,SELL_SECTOR,5,,輸送用機器,-560921.110096
20260904,ALL,BUY_STOCK,1,9432.0,ＮＴＴ,579709.548752
20260904,ALL,BUY_STOCK,2,9434.0,ソフトバンク,423400.0
20260904,ALL,BUY_STOCK,3,5401.0,日本製鉄,120600.0
20260904,ALL,BUY_STOCK,4,3861.0,王子ホールディングス,81100.0
20260904,ALL,BUY_STOCK,5,8750.0,第一ライフグループ,75000.0
20260904,ALL,SELL_STOCK,1,9984.0,ソフトバンクグループ,-50500.0
20260904,ALL,SELL_STOCK,2,6762.0,ＴＤＫ,-30014.502778
20260904,ALL,SELL_STOCK,3,9433.0,ＫＤＤＩ,-24000.0
20260904,ALL,SELL_STOCK,4,8801.0,三井不動産,-21634.688795
20260904,ALL,SELL_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,-20973.812294
20260904,ALL,BUY_SECTOR,1,,情報・通信業,1131252.06209
20260904,ALL,BUY_SECTOR,2,,銀行業,362446.468943
20260904,ALL,BUY_SECTOR,3,,輸送用機器,357935.260158
20260904,ALL,BUY_SECTOR,4,,電気機器,286379.189962
20260904,ALL,BUY_SECTOR,5,,化学,267369.673936
20260904,ALL,SELL_SECTOR,1,,電気機器,-140531.488238
20260904,ALL,SELL_SECTOR,2,,情報・通信業,-132233.900869
20260904,ALL,SELL_SECTOR,3,,化学,-115498.419697
20260904,ALL,SELL_SECTOR,4,,不動産業,-69797.70244
20260904,ALL,SELL_SECTOR,5,,銀行業,-68706.690131
20260904,ACTIVE,BUY_STOCK,1,4661.0,オリエンタルランド,13400.0
20260904,ACTIVE,BUY_STOCK,2,5401.0,日本製鉄,4600.0
20260904,ACTIVE,BUY_STOCK,3,7182.0,ゆうちょ銀行,4400.0
20260904,ACTIVE,BUY_STOCK,4,8306.0,三菱ＵＦＪフィナンシャル・グループ,4200.0
20260904,ACTIVE,BUY_STOCK,5,8750.0,第一ライフグループ,2800.0
20260904,ACTIVE,SELL_STOCK,1,9984.0,ソフトバンクグループ,-2500.0
20260904,ACTIVE,SELL_STOCK,2,6134.0,ＦＵＪＩ,-1200.0
20260904,ACTIVE,SELL_STOCK,3,6951.0,日本電子,-1000.0
20260904,ACTIVE,SELL_STOCK,4,9432.0,ＮＴＴ,-915.9817020000046
20260904,ACTIVE,SELL_STOCK,5,3563.0,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,-600.0
20260904,ACTIVE,BUY_SECTOR,1,,サービス業,13400.0
20260904,ACTIVE,BUY_SECTOR,2,,銀行業,8600.0
20260904,ACTIVE,BUY_SECTOR,3,,保険業,5400.0
20260904,ACTIVE,BUY_SECTOR,4,,鉄鋼,4600.0
20260904,ACTIVE,BUY_SECTOR,5,,電気機器,900.0
20260904,ACTIVE,SELL_SECTOR,1,,情報・通信業,-3689.572008000007
20260904,ACTIVE,SELL_SECTOR,2,,電気機器,-1874.8828760000004
20260904,ACTIVE,SELL_SECTOR,3,,小売業,-1379.309150000001
20260904,ACTIVE,SELL_SECTOR,4,,機械,-1323.7828659999998
20260904,ACTIVE,SELL_SECTOR,5,,非鉄金属,-468.7216299999999
20260904,PASSIVE,BUY_STOCK,1,9432.0,ＮＴＴ,579709.548752
20260904,PASSIVE,BUY_STOCK,2,9434.0,ソフトバンク,423400.0
20260904,PASSIVE,BUY_STOCK,3,5401.0,日本製鉄,115300.0
20260904,PASSIVE,BUY_STOCK,4,3861.0,王子ホールディングス,81100.0
20260904,PASSIVE,BUY_STOCK,5,4188.0,三菱ケミカルグループ,73405.13099
20260904,PASSIVE,SELL_STOCK,1,9984.0,ソフトバンクグループ,-48000.0
20260904,PASSIVE,SELL_STOCK,2,6762.0,ＴＤＫ,-30000.0
20260904,PASSIVE,SELL_STOCK,3,9433.0,ＫＤＤＩ,-24000.0
20260904,PASSIVE,SELL_STOCK,4,8801.0,三井不動産,-21600.0
20260904,PASSIVE,SELL_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,-20800.0
20260904,PASSIVE,BUY_SECTOR,1,,情報・通信業,1130852.06209
20260904,PASSIVE,BUY_SECTOR,2,,輸送用機器,357935.260158
20260904,PASSIVE,BUY_SECTOR,3,,銀行業,353546.468943
20260904,PASSIVE,BUY_SECTOR,4,,電気機器,284579.189962
20260904,PASSIVE,BUY_SECTOR,5,,化学,267169.673936
20260904,PASSIVE,SELL_SECTOR,1,,電気機器,-138656.605362
20260904,PASSIVE,SELL_SECTOR,2,,情報・通信業,-128544.328861
20260904,PASSIVE,SELL_SECTOR,3,,化学,-115377.820442
20260904,PASSIVE,SELL_SECTOR,4,,不動産業,-69727.11459900001
20260904,PASSIVE,SELL_SECTOR,5,,銀行業,-68421.099549
20260907,ALL,BUY_STOCK,1,9432.0,ＮＴＴ,313919.723449
20260907,ALL,BUY_STOCK,2,8306.0,三菱ＵＦＪフィナンシャル・グループ,210069.098457
20260907,ALL,BUY_STOCK,3,9434.0,ソフトバンク,187705.522463
20260907,ALL,BUY_STOCK,4,8316.0,三井住友フィナンシャルグループ,75573.989904
20260907,ALL,BUY_STOCK,5,8309.0,三井住友トラストグループ,53800.918944000005
20260907,ALL,SELL_STOCK,1,9432.0,ＮＴＴ,-846887.350567
20260907,ALL,SELL_STOCK,2,9434.0,ソフトバンク,-509680.460289
20260907,ALL,SELL_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,-202912.977
20260907,ALL,SELL_STOCK,4,7203.0,トヨタ自動車,-160709.671834
20260907,ALL,SELL_STOCK,5,9984.0,ソフトバンクグループ,-129000.482087
20260907,ALL,BUY_SECTOR,1,,銀行業,805387.553234
20260907,ALL,BUY_SECTOR,2,,情報・通信業,640369.754914
20260907,ALL,BUY_SECTOR,3,,電気機器,239895.637109
20260907,ALL,BUY_SECTOR,4,,卸売業,154854.272439
20260907,ALL,BUY_SECTOR,5,,輸送用機器,139664.046171
20260907,ALL,SELL_SECTOR,1,,情報・通信業,-1771482.95862
20260907,ALL,SELL_SECTOR,2,,電気機器,-809608.484076
20260907,ALL,SELL_SECTOR,3,,銀行業,-622835.369995
20260907,ALL,SELL_SECTOR,4,,輸送用機器,-465137.553585
20260907,ALL,SELL_SECTOR,5,,卸売業,-464740.322698
20260907,ACTIVE,BUY_STOCK,1,3105.0,日清紡ホールディングス,1000.0
20260907,ACTIVE,BUY_STOCK,2,9432.0,ＮＴＴ,819.7234490000046
20260907,ACTIVE,BUY_STOCK,3,6857.0,アドバンテスト,407.184582
20260907,ACTIVE,BUY_STOCK,4,6301.0,小松製作所,400.0
20260907,ACTIVE,BUY_STOCK,5,7832.0,バンダイナムコホールディングス,200.0
20260907,ACTIVE,SELL_STOCK,1,6702.0,富士通,-6300.0
20260907,ACTIVE,SELL_STOCK,2,4684.0,オービック,-2800.0
20260907,ACTIVE,SELL_STOCK,3,4413.0,ボードルア,-2200.0
20260907,ACTIVE,SELL_STOCK,4,6098.0,リクルートホールディングス,-2100.0
20260907,ACTIVE,SELL_STOCK,5,7012.0,川崎重工業,-1300.0
20260907,ACTIVE,BUY_SECTOR,1,,電気機器,1674.5634169999998
20260907,ACTIVE,BUY_SECTOR,2,,情報・通信業,848.0499000000046
